date_sold,bedrooms,bathrooms,m2_living,m2_total,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_total15,price,yr_built_bins,renovated,basement_cat,month,year
30/04/2015,2,2,118.91,194.72,2,False,0,3,3,100.33,18.58,2007,0,98144,47.5872,-122.308,124.49,692.31,370000,2001-2015,True,small,4,2015
29/07/2014,4,3,286.14,422.98,3,False,0,3,3,286.14,,2008,0,98052,47.7066,-122.112,255.48,457.92,750000,2001-2015,True,no_basement,7,2014
25/08/2014,2,2,112.41,278.71,1,False,0,5,3,84.54,27.87,1906,0,98117,47.6789,-122.365,117.06,278.71,439950,1900-1947,True,small,8,2014
03/11/2014,4,2,181.16,949.37,1,False,0,3,3,181.16,,1962,0,98133,47.7492,-122.336,139.35,845.32,395000,1947-1965,True,no_basement,3,2014
07/08/2014,4,1,134.71,633.59,2,False,0,3,2,134.71,,1947,0,98133,47.7061,-122.347,134.71,633.59,375000,1900-1947,False,no_basement,7,2014
15/05/2014,3,3,147.71,719.81,2,False,0,4,3,147.71,,1991,0,98003,47.2857,-122.3,147.71,706.61,263000,1983-2001,True,no_basement,5,2014
08/12/2014,3,1,115.2,854.52,2,False,0,4,3,115.2,,1959,0,98032,47.37,-122.297,108.7,833.33,185000,1947-1965,True,no_basement,8,2014
25/02/2015,3,1,133.78,5045.99,1,False,0,3,3,73.39,60.39,1974,0,98075,47.591,-122.01,249.91,3764.21,500000,1965-1983,True,medium,2,2015
26/09/2014,4,3,322.37,933.2,2,False,0,3,4,322.37,,1993,0,98027,47.554,-122.095,405.98,1148.18,920000,1983-2001,True,no_basement,9,2014
24/10/2014,7,4,473.8,2025.46,2,False,0,3,4,338.16,135.64,2001,0,98075,47.595,-122.04,311.22,929.49,936000,1983-2001,True,large,10,2014
08/05/2014,3,2,225.75,1185.15,1,False,2,4,3,124.49,101.26,1952,0,98004,47.6201,-122.209,272.2,1156.63,1500000,1947-1965,True,large,8,2014
27/10/2014,3,3,224.82,668.9,1,False,0,3,3,131.92,92.9,1948,0,98115,47.6867,-122.275,232.26,668.9,1100000,1947-1965,True,large,10,2014
02/01/2015,3,3,140.28,1010.31,1,False,0,3,3,106.84,33.44,1990,0,98003,47.3482,-122.3,168.15,921.22,247000,1983-2001,True,small,2,2015
25/04/2015,3,1,111.48,513.29,1,False,0,2,3,111.48,,1947,0,98115,47.6981,-122.325,146.79,668.9,289500,1900-1947,True,no_basement,4,2015
02/06/2014,3,3,208.1,594.2,2,False,0,3,3,208.1,,2002,0,98065,47.5356,-121.881,242.47,476.4,432500,2001-2015,True,no_basement,2,2014
27/03/2015,3,2,173.73,401.34,1,False,0,4,3,90.12,83.61,1920,0,98103,47.6663,-122.357,168.15,362.32,680000,1900-1947,True,large,3,2015
28/05/2014,3,1,103.12,557.41,2,False,0,5,3,103.12,,1932,0,98199,47.6496,-122.403,131.92,557.41,589000,1900-1947,True,no_basement,5,2014
23/12/2014,4,2,298.22,780.38,2,False,0,5,3,189.52,108.7,1914,0,98136,47.5322,-122.391,235.97,599.96,756450,1900-1947,True,large,12,2014
07/04/2015,3,2,194.17,827.76,1,False,0,3,3,114.27,79.9,1975,0,98034,47.7149,-122.222,214.6,993.59,536650,1965-1983,True,medium,7,2015
02/07/2014,3,3,122.63,167.22,2,False,0,3,3,122.63,,1994,0,98122,47.6081,-122.289,186.73,418.06,540000,1983-2001,True,no_basement,2,2014
28/04/2015,3,2,124.49,357.67,1,False,0,4,3,124.49,,1960,0,98125,47.7134,-122.292,143.07,710.24,385000,1947-1965,True,no_basement,4,2015
02/09/2014,3,1,94.76,568.56,1,False,0,3,3,94.76,,1941,0,98115,47.6787,-122.285,220.18,621.98,485000,1900-1947,True,no_basement,2,2014
26/09/2014,3,2,113.34,1639.91,1,False,0,4,3,113.34,,1980,0,98059,47.4712,-122.1,184.88,1639.91,240000,1965-1983,True,no_basement,9,2014
26/03/2015,3,2,113.34,1639.91,1,False,0,4,3,113.34,,1980,0,98059,47.4712,-122.1,184.88,1639.91,415500,1965-1983,True,no_basement,3,2015
13/11/2014,3,2,129.13,249.72,2,False,0,5,3,129.13,,1915,0,98117,47.6783,-122.366,133.78,269.42,550000,1900-1947,True,no_basement,11,2014
29/09/2014,4,2,275.92,501.67,3,False,0,4,4,275.92,,1900,0,98112,47.6235,-122.309,232.26,468.23,1260000,1900-1947,True,no_basement,9,2014
15/07/2014,2,2,133.78,19788.93,2,False,0,4,3,133.78,,1990,0,98070,47.3604,-122.457,151.43,14973.24,430000,1983-2001,True,no_basement,7,2014
12/11/2014,2,2,144.0,395.48,1,False,3,3,3,77.11,66.89,1953,0,98136,47.5274,-122.384,178.37,473.8,415000,1947-1965,True,medium,12,2014
28/01/2015,4,3,176.89,761.8,2,False,0,5,3,176.89,,1999,0,98010,47.3107,-122.001,144.93,1154.4,365000,1983-2001,True,no_basement,1,2015
10/12/2014,4,2,130.06,789.67,2,False,0,3,3,130.06,,1975,0,98001,47.3314,-122.275,146.79,710.7,257000,1965-1983,True,no_basement,10,2014
24/06/2014,3,3,198.81,354.98,2,False,0,3,3,198.81,,2005,0,98029,47.5541,-121.995,265.7,356.84,420000,2001-2015,True,no_basement,6,2014
16/09/2014,3,2,122.63,877.93,1,False,0,5,3,122.63,,1943,0,98166,47.4557,-122.348,122.63,772.48,338995,1900-1947,True,no_basement,9,2014
10/04/2015,3,2,243.4,769.23,1,False,0,4,3,123.56,119.84,1948,0,98177,47.7235,-122.359,142.14,758.08,615000,1947-1965,True,large,10,2015
12/12/2014,4,1,213.68,517.47,2,False,0,3,3,213.68,,1996,0,98092,47.3285,-122.168,169.08,591.88,312500,1983-2001,True,no_basement,12,2014
06/05/2014,4,3,185.8,528.06,2,False,0,3,3,185.8,,1996,0,98028,47.7443,-122.22,205.31,656.45,513000,1983-2001,True,no_basement,6,2014
27/01/2015,4,3,274.99,468.23,2,False,3,3,4,205.31,69.68,1952,1993,98116,47.5747,-122.408,210.89,510.96,857500,1947-1965,True,medium,1,2015
30/12/2014,3,3,250.84,2075.72,2,False,1,4,4,250.84,,1977,0,98040,47.5706,-122.209,314.94,1456.89,1060000,1965-1983,True,no_basement,12,2014
22/07/2014,3,2,161.65,882.57,1,False,3,4,3,106.84,54.81,1958,0,98146,47.4919,-122.365,196.02,877.93,585000,1947-1965,True,medium,7,2014
08/10/2014,2,3,164.44,459.87,1,False,0,3,3,164.44,,2003,0,98038,47.3497,-122.025,164.44,418.06,350500,2001-2015,True,no_basement,8,2014
06/10/2014,3,2,119.84,865.11,1,False,0,3,3,119.84,,1947,0,98168,47.4811,-122.325,153.29,678.19,215000,1900-1947,True,no_basement,6,2014
17/06/2014,4,2,134.71,780.38,2,False,0,4,3,134.71,,1962,0,98034,47.7285,-122.24,134.71,691.19,440000,1947-1965,True,no_basement,6,2014
27/04/2015,3,3,131.92,724.64,1,False,0,4,3,104.98,26.94,1985,0,98042,47.3598,-122.157,135.64,724.64,270000,1983-2001,True,small,4,2015
23/10/2014,3,1,123.56,652.17,1,False,0,5,3,123.56,,1924,0,98126,47.5377,-122.376,130.99,539.02,385000,1900-1947,True,no_basement,10,2014
17/11/2014,3,2,163.51,383.22,2,False,3,4,3,163.51,,1927,0,98103,47.6748,-122.352,163.51,371.61,688500,1900-1947,True,no_basement,11,2014
19/05/2014,3,2,186.73,455.69,1,False,0,5,3,114.27,72.46,1912,0,98122,47.6105,-122.309,205.31,170.38,700000,1900-1947,True,medium,5,2014
22/08/2014,5,2,237.83,1344.02,1,False,0,3,3,118.91,118.91,1960,0,98006,47.5547,-122.178,204.38,953.83,585000,1947-1965,True,large,8,2014
26/02/2015,2,2,117.06,243.87,2,False,0,4,3,117.06,,1983,0,98052,47.6747,-122.151,117.06,243.87,401000,1965-1983,False,no_basement,2,2015
06/03/2015,4,3,224.82,717.67,1,False,0,4,3,175.59,49.24,1972,0,98052,47.6287,-122.093,161.65,738.02,655000,1965-1983,True,small,6,2015
04/06/2014,3,1,93.83,501.67,1,False,0,3,2,93.83,,1959,0,98144,47.5746,-122.293,89.19,501.67,317000,1947-1965,True,no_basement,4,2014
05/05/2015,4,3,164.44,757.62,2,False,0,4,2,164.44,,1970,1993,98034,47.719,-122.173,135.64,683.76,500000,1965-1983,True,no_basement,5,2015
21/10/2014,2,1,82.68,589.93,1,False,0,3,2,82.68,,1943,0,98103,47.6975,-122.357,138.42,589.93,314963,1900-1947,True,no_basement,10,2014
27/10/2014,3,2,155.15,470.09,2,False,2,5,3,155.15,,1925,0,98126,47.5671,-122.379,155.15,475.47,715000,1900-1947,True,no_basement,10,2014
14/10/2014,3,3,126.35,891.86,2,False,0,3,3,126.35,,1992,0,98045,47.4687,-121.749,111.48,966.18,280000,1983-2001,True,no_basement,10,2014
12/06/2014,3,3,196.95,904.5,2,False,0,3,4,196.95,,1988,0,98011,47.7374,-122.219,231.33,814.1,531000,1983-2001,True,no_basement,12,2014
23/09/2014,3,3,177.44,416.95,2,False,0,3,3,177.44,,1998,0,98007,47.6176,-122.14,142.14,343.37,617000,1983-2001,True,no_basement,9,2014
09/10/2014,4,1,137.5,702.34,2,False,0,3,3,137.5,,1940,0,98177,47.7079,-122.358,137.5,702.34,440000,1900-1947,False,no_basement,9,2014
29/07/2014,3,1,101.26,939.61,1,False,0,4,3,101.26,,1955,0,98002,47.2975,-122.223,128.21,724.64,140000,1947-1965,True,no_basement,7,2014
13/02/2015,4,2,155.15,1219.34,1,False,0,5,3,155.15,,1973,0,98052,47.6315,-122.101,219.25,1161.28,661000,1965-1983,True,no_basement,2,2015
29/04/2015,4,2,155.15,1219.34,1,False,0,5,3,155.15,,1973,0,98052,47.6315,-122.101,219.25,1161.28,697000,1965-1983,True,no_basement,4,2015
27/06/2014,5,3,339.09,1235.32,2,False,0,5,4,255.48,83.61,1969,0,98040,47.5497,-122.228,269.42,1074.69,1200000,1965-1983,True,large,6,2014
20/09/2014,4,2,183.02,326.55,1,False,0,5,3,95.69,87.33,1969,0,98115,47.6873,-122.314,153.29,397.16,535000,1965-1983,True,large,9,2014
24/03/2015,2,2,122.63,284.28,2,False,0,4,2,122.63,,1910,0,98118,47.5643,-122.284,130.99,303.23,404500,1900-1947,True,no_basement,3,2015
12/11/2014,3,1,158.86,474.73,1,False,0,3,3,102.19,56.67,1954,0,98126,47.5256,-122.379,121.7,474.73,396500,1947-1965,True,medium,12,2014
20/03/2015,3,3,161.65,881.46,1,False,0,4,3,109.62,52.03,1977,0,98056,47.5339,-122.174,174.66,800.35,450000,1965-1983,True,medium,3,2015
16/01/2015,3,4,204.38,222.97,2,False,0,3,3,161.65,42.74,1988,0,98119,47.6325,-122.371,204.38,334.45,605000,1983-2001,True,small,1,2015
11/09/2014,3,2,186.73,401.34,2,False,2,3,4,186.73,,1999,0,98118,47.5153,-122.256,152.36,485.41,699000,1983-2001,True,no_basement,11,2014
19/06/2014,3,3,363.25,1767.28,2,False,0,3,5,363.25,,1985,0,98014,47.6953,-121.914,172.8,1393.63,805000,1983-2001,True,no_basement,6,2014
19/02/2015,1,1,43.66,1393.53,1,False,0,3,1,43.66,,1947,0,98014,47.6554,-121.908,160.72,2090.3,156000,1900-1947,True,no_basement,2,2015
06/03/2015,4,3,216.46,656.26,1,False,0,4,3,165.37,51.1,1984,0,98052,47.6955,-122.097,161.65,750.19,595000,1983-2001,True,medium,6,2015
28/07/2014,3,2,179.3,668.9,2,False,0,3,2,179.3,,1929,0,98065,47.5263,-121.809,125.42,836.12,285000,1900-1947,True,no_basement,7,2014
25/03/2015,4,3,303.79,562.52,2,False,0,3,4,303.79,,2007,0,98056,47.5374,-122.192,254.55,684.41,725000,2001-2015,True,no_basement,3,2015
25/11/2014,3,3,153.29,464.51,2,False,0,3,3,153.29,,1985,0,98023,47.3206,-122.394,159.79,464.51,216300,1983-2001,True,no_basement,11,2014
20/10/2014,4,3,206.24,785.02,1,False,0,4,3,117.06,89.19,1983,0,98059,47.4804,-122.157,146.79,785.02,410000,1965-1983,True,large,10,2014
03/09/2014,2,2,229.47,427.35,1,False,3,4,3,105.91,123.56,1916,0,98126,47.5599,-122.378,166.3,480.77,597000,1900-1947,True,large,3,2014
18/02/2015,3,1,120.77,863.99,1,False,0,4,3,120.77,,1977,0,98077,47.7562,-122.073,120.77,934.97,325000,1965-1983,True,no_basement,2,2015
01/04/2015,5,3,235.04,870.96,1,False,0,5,3,142.14,92.9,1966,0,98030,47.3738,-122.214,209.03,761.8,355000,1965-1983,True,large,1,2015
18/12/2014,3,2,222.97,763.19,1,False,0,3,3,111.48,111.48,1961,0,98146,47.5001,-122.338,135.64,763.38,338000,1947-1965,True,large,12,2014
18/11/2014,4,3,139.35,501.02,2,False,0,3,3,139.35,,1999,0,98001,47.3378,-122.263,157.93,549.7,210000,1983-2001,True,no_basement,11,2014
14/08/2014,4,2,157.93,836.12,1,False,0,3,3,157.93,,1967,0,98034,47.7308,-122.18,179.3,726.31,423000,1965-1983,True,no_basement,8,2014
11/02/2015,4,2,196.95,794.69,1,False,0,4,3,108.7,88.26,1977,0,98002,47.2933,-122.195,166.3,794.69,249500,1965-1983,True,large,11,2015
10/01/2015,4,3,208.1,474.27,2,False,0,4,3,208.1,,2002,0,98042,47.3922,-122.165,178.37,491.27,325000,2001-2015,True,no_basement,10,2015
25/03/2015,3,2,143.07,763.94,1,False,0,4,3,99.41,43.66,1987,0,98042,47.3666,-122.089,115.2,753.72,257000,1983-2001,True,small,3,2015
20/04/2015,3,2,175.59,9348.1,1,False,3,3,3,175.59,,1978,0,98053,47.6454,-121.978,196.02,4694.26,550000,1965-1983,True,no_basement,4,2015
14/11/2014,3,1,117.06,895.39,2,False,0,4,3,117.06,,1920,0,98033,47.6773,-122.178,163.51,726.68,490000,1900-1947,True,no_basement,11,2014
02/02/2015,2,2,107.77,356.56,2,False,0,3,3,107.77,,1983,0,98034,47.7255,-122.164,130.99,351.17,299000,1965-1983,True,no_basement,2,2015
03/11/2014,2,1,120.77,3682.55,1,False,0,4,2,120.77,,1960,0,98070,47.466,-122.452,174.66,9186.27,295000,1947-1965,True,no_basement,3,2014
29/10/2014,4,3,299.15,1343.65,2,False,0,3,3,299.15,,1978,0,98074,47.6261,-122.047,236.9,1124.95,630000,1965-1983,True,no_basement,10,2014
24/04/2015,4,2,187.66,787.25,1,False,0,5,3,93.83,93.83,1962,0,98058,47.4579,-122.17,159.79,758.64,320000,1947-1965,True,large,4,2015
24/04/2015,4,3,277.78,802.68,1,False,0,5,3,195.09,82.68,1959,0,98005,47.5932,-122.172,210.89,817.54,1110000,1947-1965,True,large,4,2015
22/09/2014,4,1,131.92,599.96,1,False,0,4,3,131.92,,1953,0,98117,47.6988,-122.358,155.15,589.93,398000,1947-1965,True,no_basement,9,2014
21/05/2014,3,1,94.76,731.51,1,False,0,3,3,94.76,,1956,0,98106,47.5175,-122.346,119.84,680.04,218000,1947-1965,True,no_basement,5,2014
03/03/2015,4,3,222.97,9671.87,2,False,0,3,3,222.97,,1988,0,98027,47.4686,-121.989,210.89,5058.53,590000,1983-2001,True,no_basement,3,2015
01/06/2014,5,3,338.16,765.42,2,False,3,3,4,235.97,102.19,1982,0,98008,47.5842,-122.111,309.36,988.76,1600000,1965-1983,True,large,1,2014
18/12/2014,2,3,144.0,169.45,2,False,0,3,3,144.0,,2007,0,98106,47.5396,-122.368,135.64,169.64,348500,2001-2015,True,no_basement,12,2014
25/07/2014,2,2,173.73,441.38,1,False,0,3,3,173.73,,2006,0,98053,47.7082,-122.015,201.6,518.39,592500,2001-2015,True,no_basement,7,2014
10/06/2014,3,3,217.39,553.42,2,False,0,3,3,217.39,,1995,0,98028,47.7347,-122.236,217.39,613.53,505000,1983-2001,True,no_basement,10,2014
29/10/2014,5,5,311.22,334.45,2,False,0,3,4,209.96,101.26,2014,0,98119,47.6351,-122.364,168.15,334.45,1430000,2001-2015,True,large,10,2014
21/07/2014,3,1,158.86,464.51,1,False,0,5,3,105.91,52.95,1921,0,98116,47.5719,-122.385,155.15,371.61,502000,1900-1947,True,medium,7,2014
24/06/2014,2,2,109.62,860.74,1,False,0,3,3,109.62,,1940,0,98125,47.7252,-122.297,42.74,1672.24,257500,1900-1947,True,no_basement,6,2014
11/07/2014,3,2,148.64,696.77,1,False,0,3,3,148.64,,1966,0,98034,47.721,-122.182,157.93,696.77,405000,1965-1983,True,no_basement,11,2014
17/03/2015,3,2,120.77,474.82,1,False,0,4,3,120.77,,1959,0,98115,47.7005,-122.314,127.28,474.82,427000,1947-1965,True,no_basement,3,2015
04/12/2014,3,2,96.62,928.74,1,False,0,4,3,96.62,,1955,0,98155,47.7583,-122.302,96.62,808.16,290000,1947-1965,True,no_basement,4,2014
24/03/2015,3,1,113.34,714.88,1,False,0,3,3,113.34,,1954,0,98106,47.5191,-122.339,112.41,688.59,222000,1947-1965,True,no_basement,3,2015
18/12/2014,3,3,208.1,566.43,2,False,0,3,3,208.1,,2002,0,98038,47.3503,-122.042,208.1,517.84,315000,2001-2015,True,no_basement,12,2014
04/06/2014,3,2,131.92,418.06,1,False,0,3,3,131.92,,1959,0,98103,47.694,-122.332,143.07,592.25,371000,1947-1965,True,no_basement,4,2014
26/06/2014,3,2,146.79,615.01,1,False,0,3,3,146.79,,1988,0,98003,47.2798,-122.303,146.79,755.95,279900,1983-2001,True,no_basement,6,2014
20/04/2015,3,2,222.04,2185.25,1,False,0,2,3,175.59,46.45,1938,1968,98059,47.4754,-122.09,225.75,2225.75,250000,1900-1947,True,small,4,2015
06/05/2014,4,3,209.96,2780.56,2,False,0,4,3,130.06,79.9,1977,0,98006,47.5689,-122.126,257.34,2780.56,599000,1965-1983,True,medium,6,2014
16/07/2014,3,2,175.59,8660.16,1,False,0,4,3,175.59,,1964,0,98092,47.2568,-122.07,157.0,15984.95,267300,1947-1965,True,no_basement,7,2014
11/12/2014,2,2,170.01,668.9,1,False,2,4,3,99.41,70.61,1949,0,98118,47.5592,-122.273,145.86,557.41,585000,1947-1965,True,medium,11,2014
14/04/2015,3,2,92.9,768.12,1,False,0,3,2,92.9,,1969,0,98072,47.7417,-122.172,113.34,724.64,350000,1965-1983,True,no_basement,4,2015
17/06/2014,3,2,202.53,715.35,1,False,0,3,3,137.5,65.03,1961,0,98177,47.7594,-122.361,202.53,706.43,506000,1947-1965,True,medium,6,2014
13/11/2014,6,2,215.53,19586.58,2,False,0,4,3,215.53,,1962,0,98058,47.398,-122.081,235.97,20234.11,400000,1947-1965,True,no_basement,11,2014
04/11/2014,3,1,78.04,417.6,1,False,0,3,2,78.04,,1921,0,98146,47.496,-122.349,117.06,690.64,151100,1900-1947,True,no_basement,4,2014
21/04/2015,3,1,78.04,417.6,1,False,0,3,2,78.04,,1921,0,98146,47.496,-122.349,117.06,690.64,251000,1900-1947,True,no_basement,4,2015
22/05/2014,4,3,218.32,756.22,1,False,0,4,3,132.85,85.47,1977,0,98006,47.5579,-122.129,245.26,808.25,555000,1965-1983,True,large,5,2014
06/10/2014,3,2,189.52,25413.97,1,False,0,3,3,189.52,,1997,0,98070,47.4361,-122.469,166.3,25413.97,467500,1983-2001,True,no_basement,6,2014
07/04/2015,4,3,220.18,2822.19,2,False,0,3,3,220.18,,1996,0,98042,47.3389,-122.066,266.63,3236.16,479000,1983-2001,True,no_basement,7,2015
16/04/2015,5,2,147.71,868.64,1,False,0,5,3,98.48,49.24,1962,0,98001,47.3398,-122.286,135.64,762.73,247000,1947-1965,True,small,4,2015
23/01/2015,3,1,128.21,1010.31,1,False,0,3,3,128.21,,1977,0,98045,47.4653,-121.745,96.62,1010.31,299500,1965-1983,True,no_basement,1,2015
07/05/2015,4,2,180.23,833.33,2,False,0,3,3,117.99,62.24,1980,0,98125,47.7297,-122.326,182.09,786.88,306888,1965-1983,True,medium,7,2015
06/10/2014,4,3,308.44,22743.13,2,False,0,3,4,308.44,,2001,0,98010,47.3637,-121.955,235.04,20234.11,675000,1983-2001,True,no_basement,6,2014
21/04/2015,2,1,101.26,489.13,2,False,0,4,3,101.26,,1947,0,98105,47.6638,-122.292,193.24,371.61,577000,1900-1947,True,no_basement,4,2015
20/05/2014,3,2,153.29,923.08,1,False,0,3,3,101.26,52.03,1967,0,98003,47.3285,-122.328,144.93,918.8,219950,1965-1983,True,medium,5,2014
23/07/2014,3,2,103.12,510.96,1,False,0,3,2,103.12,,1940,1997,98033,47.6717,-122.184,155.15,613.15,375000,1900-1947,True,no_basement,7,2014
07/11/2014,4,3,196.02,633.59,1,False,0,5,3,142.14,53.88,1942,0,98115,47.6882,-122.306,131.92,597.45,650000,1900-1947,True,medium,7,2014
06/04/2015,3,3,171.87,464.51,2,False,0,2,2,171.87,,1900,0,98107,47.6711,-122.386,126.35,232.26,975000,1900-1947,True,no_basement,6,2015
29/04/2015,1,1,55.74,345.6,1,False,0,3,2,55.74,,1920,0,98106,47.5558,-122.363,137.5,445.93,229000,1900-1947,True,no_basement,4,2015
21/09/2014,5,3,256.41,371.61,2,False,0,3,3,160.72,95.69,1926,2014,98122,47.6074,-122.299,156.08,371.61,575000,1900-1947,True,large,9,2014
28/04/2015,4,2,275.92,1382.39,1,False,4,5,4,144.93,130.99,1962,0,98075,47.5907,-122.086,307.51,1243.78,815000,1947-1965,True,large,4,2015
06/08/2014,3,2,213.68,4046.82,1,False,0,4,3,125.42,88.26,1979,0,98077,47.7716,-122.101,215.53,5295.43,525000,1965-1983,True,large,6,2014
06/06/2014,3,3,188.59,260.59,2,False,0,3,3,159.79,28.8,2001,0,98027,47.5305,-122.047,155.15,269.23,471000,1983-2001,True,small,6,2014
23/06/2014,4,2,200.67,402.55,1,False,0,4,3,117.06,83.61,1942,0,98117,47.6893,-122.388,155.15,411.19,450000,1900-1947,True,large,6,2014
28/05/2014,3,2,153.29,571.35,2,False,0,4,3,153.29,,1926,1993,98116,47.5713,-122.394,118.91,571.35,590000,1900-1947,True,no_basement,5,2014
01/08/2014,4,3,291.71,674.47,2,False,0,3,3,204.38,87.33,2004,0,98006,47.5664,-122.124,265.7,760.5,744000,2001-2015,True,large,1,2014
01/12/2014,4,3,249.91,3355.07,2,False,0,4,4,249.91,,1986,0,98092,47.3106,-122.116,238.76,3260.03,460000,1983-2001,True,no_basement,1,2014
13/03/2015,5,3,180.23,872.26,1,False,0,4,3,119.84,60.39,1960,0,98155,47.7438,-122.328,168.15,872.35,299000,1947-1965,True,medium,3,2015
29/01/2015,4,1,113.34,475.66,2,False,0,5,2,113.34,,1940,0,98022,47.205,-121.996,143.07,712.56,231000,1900-1947,True,no_basement,1,2015
20/08/2014,3,1,120.77,891.86,1,False,0,4,2,120.77,,1975,0,98092,47.3037,-122.107,106.84,949.65,195000,1965-1983,True,no_basement,8,2014
23/04/2015,3,2,154.22,1068.38,1,False,0,3,3,104.98,49.24,1979,0,98045,47.4473,-121.774,116.13,1021.92,305000,1965-1983,True,small,4,2015
02/03/2015,4,2,314.94,575.99,2,False,0,4,3,235.04,79.9,1916,0,98144,47.58,-122.29,286.14,557.41,895000,1900-1947,True,medium,2,2015
07/05/2014,4,2,214.6,1235.6,1,False,0,3,3,175.59,39.02,1950,0,98004,47.6232,-122.21,263.84,1183.95,1110000,1947-1965,True,small,7,2014
26/06/2014,2,1,88.26,738.94,1,False,0,4,3,88.26,,1941,0,98108,47.557,-122.306,109.62,634.34,339000,1900-1947,True,no_basement,6,2014
11/04/2015,4,4,222.97,327.02,1,False,0,3,3,127.28,95.69,1924,2005,98109,47.6295,-122.346,207.17,131.83,885000,1900-1947,True,large,11,2015
03/11/2014,3,1,165.37,486.44,2,False,0,5,2,97.55,67.82,1944,0,98146,47.5119,-122.386,117.06,494.24,375000,1900-1947,True,medium,3,2014
04/08/2014,4,2,118.91,687.48,1,False,0,3,3,118.91,,1958,0,98008,47.6023,-122.123,121.7,687.48,367400,1947-1965,True,no_basement,4,2014
24/04/2015,4,2,179.3,501.49,1,False,0,3,3,132.85,46.45,1953,0,98119,47.646,-122.363,177.44,455.41,700000,1947-1965,True,small,4,2015
30/01/2015,5,3,237.83,962.47,1,False,0,4,3,173.73,64.1,1966,0,98008,47.5819,-122.126,192.31,731.61,667000,1965-1983,True,medium,1,2015
22/12/2014,2,1,85.47,487.74,1,False,0,4,2,85.47,,1906,0,98118,47.5177,-122.266,112.41,487.74,200000,1900-1947,True,no_basement,12,2014
15/04/2015,3,3,176.51,1710.7,2,False,0,3,3,176.51,,1971,2007,98074,47.6326,-122.015,269.42,3708.75,552775,1965-1983,True,no_basement,4,2015
22/07/2014,3,2,210.89,13840.12,1,False,0,4,2,117.99,92.9,1900,1980,98056,47.5092,-122.195,205.31,1615.38,452000,1900-1947,True,large,7,2014
21/11/2014,3,3,193.24,1491.08,1,False,0,5,3,126.35,66.89,1978,0,98059,47.4694,-122.069,166.3,1351.73,418000,1965-1983,True,medium,11,2014
12/02/2015,3,2,135.64,940.91,1,False,0,3,3,135.64,,1968,2000,98033,47.6709,-122.167,208.1,943.33,601500,1965-1983,True,no_basement,12,2015
05/05/2014,3,2,155.15,3682.55,1,False,0,4,3,155.15,,1976,1992,98075,47.5929,-121.989,216.46,2832.78,600000,1965-1983,True,no_basement,5,2014
24/04/2015,4,3,261.06,602.1,2,False,0,3,4,261.06,,1998,0,98092,47.333,-122.172,247.12,646.41,340000,1983-2001,True,no_basement,4,2015
26/08/2014,3,3,220.18,627.28,2,False,0,3,3,220.18,,1994,0,98003,47.2703,-122.312,173.73,692.59,310000,1983-2001,True,no_basement,8,2014
17/12/2014,2,2,157.93,1672.24,1,False,0,3,3,157.93,,1972,0,98056,47.5066,-122.194,157.93,764.12,290000,1965-1983,True,no_basement,12,2014
24/04/2015,2,1,151.43,859.81,1,False,0,3,3,151.43,,1941,0,98133,47.7222,-122.332,167.22,743.22,438000,1900-1947,True,no_basement,4,2015
24/02/2015,4,3,272.2,409.51,1,False,0,5,3,154.22,117.99,1939,0,98144,47.5841,-122.295,204.38,371.61,718000,1900-1947,True,large,2,2015
20/06/2014,2,1,79.9,613.15,1,False,0,5,2,79.9,,1949,0,98168,47.4878,-122.324,95.69,625.42,200000,1947-1965,True,no_basement,6,2014
28/05/2014,3,2,183.95,1128.76,1,False,0,3,4,183.95,,1994,0,98042,47.3657,-122.152,204.38,1128.76,479900,1983-2001,True,no_basement,5,2014
23/04/2015,3,3,193.24,731.79,2,False,0,3,4,193.24,,1987,0,98058,47.4395,-122.151,236.9,711.63,400000,1983-2001,True,no_basement,4,2015
23/03/2015,3,1,98.48,932.92,1,False,0,4,3,98.48,,1957,0,98188,47.4434,-122.283,104.98,1014.96,219950,1947-1965,True,no_basement,3,2015
27/08/2014,3,3,147.71,314.1,2,False,0,3,3,147.71,,2000,0,98019,47.7344,-121.986,169.08,314.29,300000,1983-2001,True,no_basement,8,2014
05/08/2014,3,3,183.95,815.22,1,False,0,3,3,119.84,64.1,1959,0,98177,47.7753,-122.359,144.0,858.42,437000,1947-1965,True,medium,5,2014
10/07/2014,4,2,159.79,669.83,1,False,0,3,3,79.9,79.9,1971,0,98034,47.7307,-122.239,116.13,669.83,350000,1965-1983,True,medium,10,2014
29/09/2014,4,2,125.42,863.34,1,False,0,4,3,125.42,,1954,0,98004,47.6335,-122.196,175.59,863.34,626000,1947-1965,True,no_basement,9,2014
24/02/2015,3,3,193.24,1117.8,2,False,0,3,3,193.24,,1978,0,98077,47.7455,-122.073,215.53,919.73,490000,1965-1983,True,no_basement,2,2015
20/05/2014,3,3,194.17,436.64,2,False,0,3,3,194.17,,2002,0,98042,47.3724,-122.104,254.55,468.23,289000,2001-2015,True,no_basement,5,2014
14/11/2014,3,3,188.59,473.8,2,False,0,3,3,188.59,,2008,0,98199,47.6594,-122.397,166.3,406.91,595000,2001-2015,True,no_basement,11,2014
